"Original","Bytes","SHA256","Atual"
"levantamento\adicional\percurso\t747.jpg","6177","13D814F24655172A8030C3F274B96DDA348DB4604D903202561F571E4045765E","04_Levantamento\levantamento\adicional\percurso\t747.jpg"
"levantamento\adicional\percurso\t748.jpg","7915","1CF15EF5E066DC7C26977408394F6EAAC2C30E3E7500326D4B3435C4841F0F43","04_Levantamento\levantamento\adicional\percurso\t748.jpg"
"levantamento\adicional\percurso\t749.jpg","6335","1689DE4CE2267262DB68224A371738B2BCE3F7CF9EBC88498B03FBFA98A82240","04_Levantamento\levantamento\adicional\percurso\t749.jpg"
"levantamento\adicional\percurso\t750.jpg","7919","BFCAE4478219169BEED19A111BC09E58030763B9AB3C92B732FF223AB15AF666","04_Levantamento\levantamento\adicional\percurso\t750.jpg"
"levantamento\adicional\percurso\t751.jpg","5918","CFFC39585F25A4097A3B5E0B1BBBF07BAA49A9D1DCAE250BB4DD5A21EEFDF39E","04_Levantamento\levantamento\adicional\percurso\t751.jpg"
"levantamento\adicional\percurso\t752.jpg","7669","535A10788233B1C33DA42B8E228EE164145BD7AB9B11557E8442DF9EF9E7D29A","04_Levantamento\levantamento\adicional\percurso\t752.jpg"
"levantamento\adicional\percurso\t753.jpg","7204","7C2BB54E42D7DB05B9784A2A65DC60F7A75EF6BED51F76D5D724CEEFEC34137D","04_Levantamento\levantamento\adicional\percurso\t753.jpg"
"levantamento\adicional\percurso\t754.jpg","7661","8CB5A2C8A2F49CC00FC5925EF9C32689A5230D6D26FBFAE5440F51CB29766D15","04_Levantamento\levantamento\adicional\percurso\t754.jpg"
"levantamento\adicional\percurso\t755.jpg","6107","72DC94938E1E7EBD204B86DFA6C95342D4B16314F17D53C5C32E7F2F18DF57DA","04_Levantamento\levantamento\adicional\percurso\t755.jpg"
"levantamento\adicional\percurso\t756.jpg","5402","846B2702BB3E01AD56D06F9B08BB076D86E2A08785820494595206A73B558F49","04_Levantamento\levantamento\adicional\percurso\t756.jpg"
"levantamento\adicional\percurso\t757.jpg","7910","A9FE3106AB3A6FDB563CC826BD1B1B74D6C6263771DF2288C1C12C608A9C69CA","04_Levantamento\levantamento\adicional\percurso\t757.jpg"
"levantamento\adicional\triagem\contato_01.jpg","351626","AA4C81D14E033B5389AA4D5FC66D18D3D130CCEFB7E7A8489ECC4D50DD06F8D0","04_Levantamento\levantamento\adicional\triagem\contato_01.jpg"
"levantamento\adicional\triagem\contato_02.jpg","532869","A55AE28F00208AF1D90C8BED9598F6C1390AEE97444FC357D3F7815F10055EB6","04_Levantamento\levantamento\adicional\triagem\contato_02.jpg"
"levantamento\adicional\triagem\contato_03.jpg","506854","F0D18B5AC5994DCC14CCD355F72CFF59C7280056BEDDF199FACDC0EF4F3BB069","04_Levantamento\levantamento\adicional\triagem\contato_03.jpg"
"levantamento\adicional\triagem\contato_04.jpg","424751","D0234AE97852FDC6E53D3408FDAED2354E85945144F44A0797F7605805CA908D","04_Levantamento\levantamento\adicional\triagem\contato_04.jpg"
"levantamento\adicional\triagem\contato_05.jpg","414270","C5D19A77CE09C114D578B6B8A9BF00C00FFC5744BC1A3FB0DBF06C53140542EE","04_Levantamento\levantamento\adicional\triagem\contato_05.jpg"
"levantamento\adicional\triagem\contato_06.jpg","404942","91C7760B0DB9FEC831EEA7066E1B785091A1DDE24F6E15FDABEAD1F2ED4F9839","04_Levantamento\levantamento\adicional\triagem\contato_06.jpg"
"levantamento\adicional\triagem\contato_07.jpg","363461","9266CB91E9E941CC9B51B165DF21D51EB096A1A8EF8495E33514E35293ACF482","04_Levantamento\levantamento\adicional\triagem\contato_07.jpg"
"levantamento\adicional\triagem\contato_08.jpg","504978","B94E39F8F19EB7388A45AA9B622DEA4FD514BFF1A101542E361249C133F18813","04_Levantamento\levantamento\adicional\triagem\contato_08.jpg"
"levantamento\adicional\triagem\contato_09.jpg","353538","AEE3532E64C7C41E29EF046FCEC67750D344ED51FB384C154294925BC9981844","04_Levantamento\levantamento\adicional\triagem\contato_09.jpg"
"levantamento\adicional\triagem\contato_10.jpg","253289","B55EA0158FBACF42C854D279698A06682558DD8F5D9EB1E6EF40EDFC9C79CF8E","04_Levantamento\levantamento\adicional\triagem\contato_10.jpg"
"levantamento\adicional\triagem\t0086.jpg","5860","C4E86EBCFD6E5A6B91946693AD29D1D9E7F6DD484D22FD7CC3A01AD294B263D1","04_Levantamento\levantamento\adicional\triagem\t0086.jpg"
"levantamento\adicional\triagem\t0090.jpg","13592","82A0A9359014031770450EC855C8BBCFF745C3A6BCB457BA4F896443B31D66E1","04_Levantamento\levantamento\adicional\triagem\t0090.jpg"
"levantamento\adicional\triagem\t0094.jpg","16867","9280CA31FAB47AC52F159F3873CDF9F6ECFB2865BD0CF849A6851E9E0ED7F5F4","04_Levantamento\levantamento\adicional\triagem\t0094.jpg"
"levantamento\adicional\triagem\t0098.jpg","16069","4F27DD511C62535E89032721F10C7239E379F8B085C6298495EC0DD0B21F7520","04_Levantamento\levantamento\adicional\triagem\t0098.jpg"
"levantamento\adicional\triagem\t0102.jpg","12348","A631B94702F9CB18D7CBB73C3AAF3F96E9291B9B2E49008F4FE660D9D4661CC0","04_Levantamento\levantamento\adicional\triagem\t0102.jpg"
"levantamento\adicional\triagem\t0106.jpg","7737","5933E32F73F272FF2F455E6AA797404B156CC0FF96280D4AFC415D70AC863C45","04_Levantamento\levantamento\adicional\triagem\t0106.jpg"
"levantamento\adicional\triagem\t0110.jpg","3694","49A5F3308C3BC7CDAD7F906098D97B5B1B40C3E8E8EB0B306A1C1C981923B70A","04_Levantamento\levantamento\adicional\triagem\t0110.jpg"
"levantamento\adicional\triagem\t0114.jpg","5678","B548C7786B5E5B40DF3E19C7BF50E56B8F1BE9383D2F6FD581B9B0F22F6DF92E","04_Levantamento\levantamento\adicional\triagem\t0114.jpg"
"levantamento\adicional\triagem\t0118.jpg","5885","64BB80CF5D84B8D237D9D2D5D4432CF62A1E55FC54C45BCB7165B99C42A5B47D","04_Levantamento\levantamento\adicional\triagem\t0118.jpg"
"levantamento\adicional\triagem\t0122.jpg","7528","5ABB0FA6BE78DDFA403BD376BA7B27DB04BF8CCEDDC0845F15214E8470AEDEDB","04_Levantamento\levantamento\adicional\triagem\t0122.jpg"
"levantamento\adicional\triagem\t0126.jpg","12753","2E9B0B0A3AEE6EF1A7E3C3F25B1D8A93421C30773C5C4DCD209AAAC93F02C7C1","04_Levantamento\levantamento\adicional\triagem\t0126.jpg"
"levantamento\adicional\triagem\t0130.jpg","12476","4DB4723E6D9DD6D9DB92AF19B0A9B1406646E81FE9211B5B123AFB7171A46A25","04_Levantamento\levantamento\adicional\triagem\t0130.jpg"
"levantamento\adicional\triagem\t0134.jpg","11873","5EAA4D365FA123100147960A8E3BBBB2FC4A754584642A8F70312E54FFAAA634","04_Levantamento\levantamento\adicional\triagem\t0134.jpg"
"levantamento\adicional\triagem\t0138.jpg","10993","C54F0F19989A043FB638E6E772C9814C99F386DAF58A63FA92312CEDC208B10A","04_Levantamento\levantamento\adicional\triagem\t0138.jpg"
"levantamento\adicional\triagem\t0142.jpg","10326","53E5416C05060E6D57DD4F59B8F9575EC9C470A72188C703AB11C6B6EB6D7B8D","04_Levantamento\levantamento\adicional\triagem\t0142.jpg"
"levantamento\adicional\triagem\t0146.jpg","4169","0FA5FDD439AADDA3D524710338E46917ABEADFBBE6FF4074C2AFB807AB1E23A3","04_Levantamento\levantamento\adicional\triagem\t0146.jpg"
"levantamento\adicional\triagem\t0150.jpg","8219","C0E3AD8D84DB54B6C1FE1B086F13B481F6C3C54FC297C55E43B74177A67C0631","04_Levantamento\levantamento\adicional\triagem\t0150.jpg"
"levantamento\adicional\triagem\t0154.jpg","9526","08531243B0D90F46E45C4BA33165A2A9D594962172D9B6AA66EF67FF6E57DFE3","04_Levantamento\levantamento\adicional\triagem\t0154.jpg"
"levantamento\adicional\triagem\t0158.jpg","15045","ACC5F995780D54ACF3958132A2F45E0B271A30DAF9D2EFDADDE62D5260C1DC03","04_Levantamento\levantamento\adicional\triagem\t0158.jpg"
"levantamento\adicional\triagem\t0162.jpg","19031","35D9A3D5128CB1B26BC4655A6FCD0630677343C1FEEB68C2D5FDD3BB51DD6BE8","04_Levantamento\levantamento\adicional\triagem\t0162.jpg"
"levantamento\adicional\triagem\t0166.jpg","16448","DEB61712EBA128AC68262CF0C490E6FA97111CE69E3735F4719EF9A021DD48B5","04_Levantamento\levantamento\adicional\triagem\t0166.jpg"
"levantamento\adicional\triagem\t0170.jpg","16070","4B80A6E2908563198DC5D5CB371FA04905C83FAA53EEC383BC94E4BD005704F7","04_Levantamento\levantamento\adicional\triagem\t0170.jpg"
"levantamento\adicional\triagem\t0174.jpg","19173","407F93419005968A692323E7A2B0551FE690DBBBF17F6E4DF2C5BF4962AEB1F5","04_Levantamento\levantamento\adicional\triagem\t0174.jpg"
"levantamento\adicional\triagem\t0178.jpg","15409","67DCE5FE1CB2361CFDDFBBF02896259B57196DD9AECC24B6FA198B9AE7454F3E","04_Levantamento\levantamento\adicional\triagem\t0178.jpg"
"levantamento\adicional\triagem\t0182.jpg","13077","8E7C182FC00C0B8B85CB2FC50542413458717986F45ECC74B6E1EB6C8FCE7926","04_Levantamento\levantamento\adicional\triagem\t0182.jpg"
"levantamento\adicional\triagem\t0186.jpg","16483","1808FFBB7668DEF95563E0BCFF8E2EA8F5F3935CA604FF18F08B009098FC630C","04_Levantamento\levantamento\adicional\triagem\t0186.jpg"
"levantamento\adicional\triagem\t0190.jpg","16756","97AB3D54AAC16565AA91B3B5657AFF54291DC05378E4CDF19E3A6949F031F41E","04_Levantamento\levantamento\adicional\triagem\t0190.jpg"
"levantamento\adicional\triagem\t0194.jpg","18385","A4277F4F210655B572F5C170E6525754338B32860B5572E80C01D9C8CC9DC6D4","04_Levantamento\levantamento\adicional\triagem\t0194.jpg"
"levantamento\adicional\triagem\t0198.jpg","20205","082E1BEDF967A80AA07BCC9D94302EB1D40249857C66A262D60BCB707F1E3D74","04_Levantamento\levantamento\adicional\triagem\t0198.jpg"
"levantamento\adicional\triagem\t0202.jpg","14961","D825A1B1502F180D0E76755472337782C35BA99E15C695D5AC643496B293B29C","04_Levantamento\levantamento\adicional\triagem\t0202.jpg"
"levantamento\adicional\triagem\t0206.jpg","13155","2636AA93781B062E39058343EAD9F5A0E4EF74615B99C6443FA945B99A8B85E8","04_Levantamento\levantamento\adicional\triagem\t0206.jpg"
"levantamento\adicional\triagem\t0210.jpg","12047","09E9DE83C100AB39C2AE31E5CCF90F323A590781AF401CD352945E1AA600520F","04_Levantamento\levantamento\adicional\triagem\t0210.jpg"
"levantamento\adicional\triagem\t0214.jpg","16648","E7DD1A30B094B59F941A4C704220E230E067C1E20952B58332CD654D76AB7BD4","04_Levantamento\levantamento\adicional\triagem\t0214.jpg"
"levantamento\adicional\triagem\t0218.jpg","21944","AA2C40C10B90BDE170026F61A519958FF92A6B51BB43D586EED68F38A3E04415","04_Levantamento\levantamento\adicional\triagem\t0218.jpg"
"levantamento\adicional\triagem\t0222.jpg","18872","434981BB5ED050E1EA331761F1D004954366155F872A25C5B162B5C494B425C4","04_Levantamento\levantamento\adicional\triagem\t0222.jpg"
"levantamento\adicional\triagem\t0226.jpg","17574","A1614E1915542941C984A606F64DEE90D593540858E5189551548166D056554D","04_Levantamento\levantamento\adicional\triagem\t0226.jpg"
"levantamento\adicional\triagem\t0230.jpg","26334","26CF8D5F530074645F4B6EBF420FAB5CEE90F5408967D1E00F6704A032BE3DCE","04_Levantamento\levantamento\adicional\triagem\t0230.jpg"
"levantamento\adicional\triagem\t0234.jpg","16317","433D4B59CD7409480B5715B91CCC08239F659AED228EFB65728F8EEB8CAB0EC3","04_Levantamento\levantamento\adicional\triagem\t0234.jpg"
"levantamento\adicional\triagem\t0238.jpg","15321","DFE00A6B538A02EE52365CDE7526E78ACF4AE45D04AAA2131F3CF4A373AC7E4E","04_Levantamento\levantamento\adicional\triagem\t0238.jpg"
"levantamento\adicional\triagem\t0242.jpg","18417","B1FD82F261B7E9DC74F793EF917172211691FF3E53833F0516150813AA7BD293","04_Levantamento\levantamento\adicional\triagem\t0242.jpg"
"levantamento\adicional\triagem\t0246.jpg","17295","1155F8F0B3A618185A1999B4ECC2D0EFB962551C8CE3A49CB8036A047CE0E3B0","04_Levantamento\levantamento\adicional\triagem\t0246.jpg"
"levantamento\adicional\triagem\t0250.jpg","9622","BDE2B8B4E67F8A3F673B8F98600E795FBEF6A2344B9463BAFFA94702A5CB37E3","04_Levantamento\levantamento\adicional\triagem\t0250.jpg"
"levantamento\adicional\triagem\t0254.jpg","16925","5E93669B678F305EEDA1C13FC35ED54B4B2B1F139C2B73B96649B46B4D09910B","04_Levantamento\levantamento\adicional\triagem\t0254.jpg"
"levantamento\adicional\triagem\t0258.jpg","9067","37360631489F9EEF80D98C6E4AAEA31AFC322E353ECD683EF92B6BEDF0BFFD78","04_Levantamento\levantamento\adicional\triagem\t0258.jpg"
"levantamento\adicional\triagem\t0262.jpg","14219","D9E0F97B88BD01E30827EC91891D714FC07D3978251B00014D7CF0F6F3AA9F10","04_Levantamento\levantamento\adicional\triagem\t0262.jpg"
"levantamento\adicional\triagem\t0266.jpg","13571","8CE6E3FC493010A47E4D0404B496A87AE8D794BCADC6967225A2F81A1640BDF3","04_Levantamento\levantamento\adicional\triagem\t0266.jpg"
"levantamento\adicional\triagem\t0270.jpg","13374","C8D0C68D64106530D9CD75C71B26F12A017B27A7BF1B486A65884DB37F0BE19B","04_Levantamento\levantamento\adicional\triagem\t0270.jpg"
"levantamento\adicional\triagem\t0274.jpg","16397","F57E93DD3D851D6D0317CCBE65D2FCE2B31872BE67A481036B3447446E214FCB","04_Levantamento\levantamento\adicional\triagem\t0274.jpg"
"levantamento\adicional\triagem\t0278.jpg","18734","D2AA424670169AF66E3B19BD3132891AE9A29505A896D5F7F89F32B46225BE52","04_Levantamento\levantamento\adicional\triagem\t0278.jpg"
"levantamento\adicional\triagem\t0282.jpg","18366","7ABA40862677FF8358BAEA0E4A901DEBC4AFCC6BB7B1D6197D603958C191F52C","04_Levantamento\levantamento\adicional\triagem\t0282.jpg"
"levantamento\adicional\triagem\t0286.jpg","17052","4B8EEDB04FFD7831228607DDD20D32DAF4F52E728410618D207898BFDA11A820","04_Levantamento\levantamento\adicional\triagem\t0286.jpg"
"levantamento\adicional\triagem\t0290.jpg","19685","C4120A860DEF9BB349EDE5F3660F33621D5D4472FBF6431F70F8A6A65DB2A325","04_Levantamento\levantamento\adicional\triagem\t0290.jpg"
"levantamento\adicional\triagem\t0294.jpg","13071","48905E834BC7B56CBE54E3627D102CD048FF22136DF4E0BD019A34B5C9A9C084","04_Levantamento\levantamento\adicional\triagem\t0294.jpg"
"levantamento\adicional\triagem\t0298.jpg","16665","ADA1684B5558C5E2CAE19391C02FA666ECB56E9310518EB5022251AEE6C058DE","04_Levantamento\levantamento\adicional\triagem\t0298.jpg"
"levantamento\adicional\triagem\t0302.jpg","11577","C71656CD7FC12D7B78C3FA91A6AFAC5E4DF3601357C6E7B95C7AC42F9FF94649","04_Levantamento\levantamento\adicional\triagem\t0302.jpg"
"levantamento\adicional\triagem\t0306.jpg","11275","5244603327CDE2700193AEFE666EEE9C72542F01363848CFE57C6D5948566E7A","04_Levantamento\levantamento\adicional\triagem\t0306.jpg"
"levantamento\adicional\triagem\t0310.jpg","17910","B488D5B6898CC48A601488D0036A5C66B08EB5F0218E67FD6FA0907A43F6F070","04_Levantamento\levantamento\adicional\triagem\t0310.jpg"
"levantamento\adicional\triagem\t0314.jpg","19734","B3AC7C34BFEAF6057201EC7A366885FE28B983204B82F4684110D70052034A69","04_Levantamento\levantamento\adicional\triagem\t0314.jpg"
"levantamento\adicional\triagem\t0318.jpg","14319","7664F7709381821F81C691E954BDF85BE5F314E4ECAB2A6BA0D67B35011EAEC1","04_Levantamento\levantamento\adicional\triagem\t0318.jpg"
"levantamento\adicional\triagem\t0322.jpg","13457","EF452D3FAA456F4AD98DBF9EBF342D580B15190DFAE9BA7299AE40F8F8C597B7","04_Levantamento\levantamento\adicional\triagem\t0322.jpg"
"levantamento\adicional\triagem\t0326.jpg","16638","0A914B36CBC1C00DADE5FBD6611782820735FEE7CB403A1B0CF03C307BFCD13A","04_Levantamento\levantamento\adicional\triagem\t0326.jpg"
"levantamento\adicional\triagem\t0330.jpg","17862","7CFEA1DC75098BA7FB9CFB37F081B691C4C2A431293090D8AA682AB56BB81F7B","04_Levantamento\levantamento\adicional\triagem\t0330.jpg"
"levantamento\adicional\triagem\t0334.jpg","7500","D7AD621FDBC976B68D715B0CD9DDD3ED1D1A6B82FE4283E446B0BBD85D1A9A48","04_Levantamento\levantamento\adicional\triagem\t0334.jpg"
"levantamento\adicional\triagem\t0338.jpg","7296","9B11C645EEFDBB41644A90C6F4036E541AFC2EBE6E2F20EA664D498631688EE2","04_Levantamento\levantamento\adicional\triagem\t0338.jpg"
"levantamento\adicional\triagem\t0342.jpg","15841","1A80D5CF2F38C54850EADBA90E8974F6AC7EF2D98E4E05B7755B3CA7744FD06F","04_Levantamento\levantamento\adicional\triagem\t0342.jpg"
"levantamento\adicional\triagem\t0346.jpg","6042","7FD9669CDD6F9B5DF252E5374D4897E2B2D0A6624A70EC9F007E3A982C8587AE","04_Levantamento\levantamento\adicional\triagem\t0346.jpg"
"levantamento\adicional\triagem\t0350.jpg","6045","9E3976AE060E5899570F7C096D47E6ED0045D9AC026D546E864ED4A40526C285","04_Levantamento\levantamento\adicional\triagem\t0350.jpg"
"levantamento\adicional\triagem\t0354.jpg","4906","DF4959F9F69B43DBD4DD14941D503FBA223C9B0FE282D85E500F3C5C034151F0","04_Levantamento\levantamento\adicional\triagem\t0354.jpg"
"levantamento\adicional\triagem\t0358.jpg","6769","7A55E06F55C6934342E81BB5C40D010F43D94AAB0FAE327A86EF707F80BF270D","04_Levantamento\levantamento\adicional\triagem\t0358.jpg"
"levantamento\adicional\triagem\t0362.jpg","17588","77DAA5B9785C9BCED33BD681BCB6427725D89B524CADB2AF1376E5965A9CD286","04_Levantamento\levantamento\adicional\triagem\t0362.jpg"
"levantamento\adicional\triagem\t0366.jpg","16761","E8C671485A4EE443C48E544587B35B9AD4686B3CBD3DC55B9212384CCD71C27E","04_Levantamento\levantamento\adicional\triagem\t0366.jpg"
"levantamento\adicional\triagem\t0370.jpg","16938","3854B97CD968A78B512BF3DB3AF8A69707C6B8585CD148892B8AE403A4424BC3","04_Levantamento\levantamento\adicional\triagem\t0370.jpg"
"levantamento\adicional\triagem\t0374.jpg","16102","A1566C1EE476127DDF340445154F2B7E02F92DE08120E334FE46E318516CD7F1","04_Levantamento\levantamento\adicional\triagem\t0374.jpg"
"levantamento\adicional\triagem\t0378.jpg","13537","F561DD892FE6A446E578B0ADCF21BD86CBE349074398159D5A1703DA5169700D","04_Levantamento\levantamento\adicional\triagem\t0378.jpg"
"levantamento\adicional\triagem\t0382.jpg","16093","8729A63270B2AEB98762AF0074E9A865B7DAA720776D617450E2527DCDB0021D","04_Levantamento\levantamento\adicional\triagem\t0382.jpg"
"levantamento\adicional\triagem\t0386.jpg","9590","F09E4E1C02EF78DEB09B0B08FC0EBC2086C06E30EF5F933B60D2436D7D258F91","04_Levantamento\levantamento\adicional\triagem\t0386.jpg"
"levantamento\adicional\triagem\t0390.jpg","14265","C3461813B06CE445F5FFB193C0D1671E4DFC71AC4B49C8A41CD6838A65CC3F05","04_Levantamento\levantamento\adicional\triagem\t0390.jpg"
"levantamento\adicional\triagem\t0394.jpg","16134","49BE30DE61E3BC068EFC5954717DCC889BDF6932E15EF50A6AF61312AD1CA6A0","04_Levantamento\levantamento\adicional\triagem\t0394.jpg"
"levantamento\adicional\triagem\t0398.jpg","14571","EEF278E692D662F95D33AB0665BC456FA6DE1A39D541656F1FAEC934A6B05F49","04_Levantamento\levantamento\adicional\triagem\t0398.jpg"
"levantamento\adicional\triagem\t0402.jpg","7405","4FAFF7D3623954622CA4D6D620923B08A3433A5D7B74AE18F464DA6B4D11101F","04_Levantamento\levantamento\adicional\triagem\t0402.jpg"
"levantamento\adicional\triagem\t0406.jpg","12733","071C9E40A31A7316ED4F62130B64E074853133128A7F7F7AE1D4C5DCF52422C3","04_Levantamento\levantamento\adicional\triagem\t0406.jpg"
"levantamento\adicional\triagem\t0410.jpg","10482","FF2B43C7A44933394E9A4CB7D2601D6ABE6845776AAF37E2E689D51E28FEC3F5","04_Levantamento\levantamento\adicional\triagem\t0410.jpg"
"levantamento\adicional\triagem\t0414.jpg","9235","E4CC14A3E3B76B5128B7BC4C618D946487B869D85264B27C09607B086809AF34","04_Levantamento\levantamento\adicional\triagem\t0414.jpg"
"levantamento\adicional\triagem\t0418.jpg","8972","BDF6C26274989D2183556D21DFA87D20DC4C666C6A9608BFC37361A8AFA7D2A3","04_Levantamento\levantamento\adicional\triagem\t0418.jpg"
"levantamento\adicional\triagem\t0422.jpg","6406","E45A33A25B09ED2AB8FF3A4A59AD47C9E25AF12F4BEAC832285B7C91DA7ED0E0","04_Levantamento\levantamento\adicional\triagem\t0422.jpg"
"levantamento\adicional\triagem\t0426.jpg","17652","01A8A0E6985CC5B681CFE2A2DAD5C6FF7A19D1D32CB662A91501BE98043CF198","04_Levantamento\levantamento\adicional\triagem\t0426.jpg"
"levantamento\adicional\triagem\t0430.jpg","11966","34332E928A47656AD1B919EA57D78927657D5449F2D1C6866FA66155182B6E50","04_Levantamento\levantamento\adicional\triagem\t0430.jpg"
"levantamento\adicional\triagem\t0434.jpg","6991","B045A5A4947A5B2811D409708C65F178B82BBB59D2D1D6107E27D20FD597D9B0","04_Levantamento\levantamento\adicional\triagem\t0434.jpg"
"levantamento\adicional\triagem\t0438.jpg","9577","C2BBC5EE2F59785A72077E8249DD7C54894CD083C054EF9FF891A020D392AC61","04_Levantamento\levantamento\adicional\triagem\t0438.jpg"
"levantamento\adicional\triagem\t0442.jpg","15353","53E54528DF0BC578E0F66D1C08AEE6D1695DE534DE15A0E7EDDBF5F950CBC20D","04_Levantamento\levantamento\adicional\triagem\t0442.jpg"
"levantamento\adicional\triagem\t0446.jpg","7657","2DE75FE23D45A8EA25C06C8F42A9C33E2AFEE23AF10DEDC4909F5E39C6F8A39D","04_Levantamento\levantamento\adicional\triagem\t0446.jpg"
"levantamento\adicional\triagem\t0450.jpg","11321","83465CFE9A9A7963F96F8A13DC86965539F8EE1C205A657507B1DDF65E463E55","04_Levantamento\levantamento\adicional\triagem\t0450.jpg"
"levantamento\adicional\triagem\t0454.jpg","9768","83CE0DA63F2DFDF27739CA99D31690E49F20E7E8309C780A21CF771EC8DC5A69","04_Levantamento\levantamento\adicional\triagem\t0454.jpg"
"levantamento\adicional\triagem\t0458.jpg","8258","24C5AF9621C1FFEED3B2FB9A37767D02F2A8669109F6695E8780EF9F0E0C3A9F","04_Levantamento\levantamento\adicional\triagem\t0458.jpg"
"levantamento\adicional\triagem\t0462.jpg","8373","AEC6F2D16DD3E9FE13E2594AF7DEECA5CA7283DB456A5DE514F5B42E78587F65","04_Levantamento\levantamento\adicional\triagem\t0462.jpg"
"levantamento\adicional\triagem\t0466.jpg","6868","AA88B085BD1B6C65EB37755A0659940B271272E4D78B8C77020B7A2A4EBD450A","04_Levantamento\levantamento\adicional\triagem\t0466.jpg"
"levantamento\adicional\triagem\t0470.jpg","8694","DF9FEC91F189C1D283AE483DDB6D2CB02F058D81B3C06E19BF563C3613B4FE1D","04_Levantamento\levantamento\adicional\triagem\t0470.jpg"
"levantamento\adicional\triagem\t0474.jpg","12253","A3A3B513B3193C57CD7A62B3F0834B01D307B0E0DAEFB7E00D715F89D7783300","04_Levantamento\levantamento\adicional\triagem\t0474.jpg"
"levantamento\adicional\triagem\t0478.jpg","12609","8A09AAB2A9DAFB2B9CD43CE454A90D3D4B91F1438FC91C0D749FA315FFB7827D","04_Levantamento\levantamento\adicional\triagem\t0478.jpg"
"levantamento\adicional\triagem\t0482.jpg","16323","744D6FA2977EECDB6B0734574A919FCE6A99978180D009A450446749D54387D7","04_Levantamento\levantamento\adicional\triagem\t0482.jpg"
"levantamento\adicional\triagem\t0486.jpg","10305","BFE26B6B362592765B0E94C32ABF8699B412511C6D49D9DF5C3873DE94230D55","04_Levantamento\levantamento\adicional\triagem\t0486.jpg"
"levantamento\adicional\triagem\t0490.jpg","13288","32008327684D49D6EE654C2B92C748C4B293BFF2F94F06F0762FB6F051C34C1E","04_Levantamento\levantamento\adicional\triagem\t0490.jpg"
"levantamento\adicional\triagem\t0494.jpg","12949","4C00F83DA5443A8F40F95479100CCE0469AD8D774C37372EDC1C0C7BE628B1BA","04_Levantamento\levantamento\adicional\triagem\t0494.jpg"
"levantamento\adicional\triagem\t0498.jpg","8789","67AA4F9CDA1B9F5FBEFA67D2BC143AC3D09DD984E3DBE41FD7B7C9888B02BF99","04_Levantamento\levantamento\adicional\triagem\t0498.jpg"
"levantamento\adicional\triagem\t0502.jpg","13949","B0EDAB93BF0B8CC3A88257B6A9B370F6F51D4EB5D2052D569C00D6B55F6DF02D","04_Levantamento\levantamento\adicional\triagem\t0502.jpg"
"levantamento\adicional\triagem\t0506.jpg","15291","FFC32C38388829ED64AA2BA081736A71AF395B8E581027E46D04575B873B08EF","04_Levantamento\levantamento\adicional\triagem\t0506.jpg"
"levantamento\adicional\triagem\t0510.jpg","14670","B5A1D11DD3B48C47F6F3078684794AB0FC86CB19718E25D9A28309E68A3411D9","04_Levantamento\levantamento\adicional\triagem\t0510.jpg"
"levantamento\adicional\triagem\t0514.jpg","20566","6A3C5A7B641BE615CF76B056E8E880834D4427D2CBBBC1E8BAD429A6049148B6","04_Levantamento\levantamento\adicional\triagem\t0514.jpg"
"levantamento\adicional\triagem\t0518.jpg","20916","41F4236085BA69ABED725B862498F0965D5A7078ECD0FC45DCB06DD89236410A","04_Levantamento\levantamento\adicional\triagem\t0518.jpg"
"levantamento\adicional\triagem\t0522.jpg","7415","0352ECBFF2E99832C233431DB6DD550A0A01CC7C8588EA22AE67E5A4039FC04D","04_Levantamento\levantamento\adicional\triagem\t0522.jpg"
"levantamento\adicional\triagem\t0526.jpg","8494","67E1B28443C23B5DAAADABC80115E302CDB9B50C54123FDEA3619FA9F2643704","04_Levantamento\levantamento\adicional\triagem\t0526.jpg"
"levantamento\adicional\triagem\t0530.jpg","10410","D3BCEFCA337E15994C1B27CF9C4E693341A6E282865ABFB8A998C945494E246E","04_Levantamento\levantamento\adicional\triagem\t0530.jpg"
"levantamento\adicional\triagem\t0534.jpg","8937","A58CAEDCE148A1012884C8E52199D3C4BE2BAD0B84DFE495985490C821AC95E4","04_Levantamento\levantamento\adicional\triagem\t0534.jpg"
"levantamento\adicional\triagem\t0538.jpg","9821","7601072922D3628BAA68216F84E6DA1BACBF31B1398EBB0C8E820A8FD42C71DD","04_Levantamento\levantamento\adicional\triagem\t0538.jpg"
"levantamento\adicional\triagem\t0542.jpg","10596","4D6874CD2D19D2BDB7A59523E12F85723CA3DF85ECCB0516A214C578E62291F1","04_Levantamento\levantamento\adicional\triagem\t0542.jpg"
"levantamento\adicional\triagem\t0546.jpg","8926","B98B9168712A85FCBC4259A05CAAC4EF87C2A44C0ECA48E65DE8AD2FD5BBB431","04_Levantamento\levantamento\adicional\triagem\t0546.jpg"
"levantamento\adicional\triagem\t0550.jpg","11768","7B2046390DB72F2BC9655FA67D2B0F115A5454282B9DFEACE3272AD8A1DC5583","04_Levantamento\levantamento\adicional\triagem\t0550.jpg"
"levantamento\adicional\triagem\t0554.jpg","11648","9C9EB5A88F99626BFF6D31B71FC2E6131D6B7800FD7F61B753DC5AFE7ECD5E13","04_Levantamento\levantamento\adicional\triagem\t0554.jpg"
