"Original","Bytes","SHA256","Atual"
"levantamento\adicional\triagem\t0558.jpg","11220","E1EFF51694B3B5AD185ADDF72C59E5141CC4050129E6578826FC9D5C545165A3","04_Levantamento\levantamento\adicional\triagem\t0558.jpg"
"levantamento\adicional\triagem\t0562.jpg","14282","C0731A0DE76BCE289FBD575D0004CDBC7EA7C3B4FF2AFB131A88301714ED1F2F","04_Levantamento\levantamento\adicional\triagem\t0562.jpg"
"levantamento\adicional\triagem\t0566.jpg","10690","30ED537529F923231CA8CC419E823F6699BCC78D20D2107AFA25DC61D3B94CD4","04_Levantamento\levantamento\adicional\triagem\t0566.jpg"
"levantamento\adicional\triagem\t0570.jpg","9387","084C322C4B686B884259A4E04535EA31679F0FC62846A60183E420125A28EE2A","04_Levantamento\levantamento\adicional\triagem\t0570.jpg"
"levantamento\adicional\triagem\t0574.jpg","3922","6DF10C787D6900664D067A153DFEBD51F116AC2DFA44FDF3E179D005915169ED","04_Levantamento\levantamento\adicional\triagem\t0574.jpg"
"levantamento\adicional\triagem\t0578.jpg","7143","059CBACE14393159725BFA6E4F9E1887E2FABE7DFE15CA6DFFD82FB84DD7D59E","04_Levantamento\levantamento\adicional\triagem\t0578.jpg"
"levantamento\adicional\triagem\t0582.jpg","7780","528C01665604DF2DCEC1928D0B3608D2B4951AE8792C3F48532FA6101E6185BF","04_Levantamento\levantamento\adicional\triagem\t0582.jpg"
"levantamento\adicional\triagem\t0586.jpg","4213","4262F53B9283325F1859BFB9655CD13F5EBECA7D723297363859388C8626FC17","04_Levantamento\levantamento\adicional\triagem\t0586.jpg"
"levantamento\adicional\triagem\t0590.jpg","12077","2144AE6298C57767047030952E91C4C90CE2190A7CFCC30EA520DEBCDFB41AD1","04_Levantamento\levantamento\adicional\triagem\t0590.jpg"
"levantamento\adicional\triagem\t0594.jpg","13212","65F9523896AAB3A03F2F76078150F637F4EB07D735EA27A313A72BBB24D0E658","04_Levantamento\levantamento\adicional\triagem\t0594.jpg"
"levantamento\adicional\triagem\t0598.jpg","15600","8AC9A6B60C0BD5B02C30D93E40430870497239D447B623A8A288D224868102E7","04_Levantamento\levantamento\adicional\triagem\t0598.jpg"
"levantamento\adicional\triagem\t0602.jpg","9658","E667B3AB9F34BF02035C0A740913DD7621075F53AFE8DC8395E316704EDF2C65","04_Levantamento\levantamento\adicional\triagem\t0602.jpg"
"levantamento\adicional\triagem\t0606.jpg","43805","B6A67DCA56C1E992E39D54C1DD41F18F4991006016618708370BB745114D6243","04_Levantamento\levantamento\adicional\triagem\t0606.jpg"
"levantamento\adicional\triagem\t0610.jpg","28169","65BBC4217AC1016F416B01608F54449F525A889A18FDA33F56B74A03295EE208","04_Levantamento\levantamento\adicional\triagem\t0610.jpg"
"levantamento\adicional\triagem\t0614.jpg","33466","692E6B13E3D1B01E4772561ECA84D8E6C360425C97F89FCF3BFC673660C784BB","04_Levantamento\levantamento\adicional\triagem\t0614.jpg"
"levantamento\adicional\triagem\t0618.jpg","27378","BCE5655F5451892831E49DBF5F29F20440C27F41B4EB22AF3F73053CCCDAFDBE","04_Levantamento\levantamento\adicional\triagem\t0618.jpg"
"levantamento\adicional\triagem\t0622.jpg","33520","689F8A444CD20565DB9FCB31CC02188F059BA49741CEB52413A0DEAE49117FF1","04_Levantamento\levantamento\adicional\triagem\t0622.jpg"
"levantamento\adicional\triagem\t0626.jpg","9571","C95FEB3E5D3DC9422FC3B47BE9E52CB05205F3FD0C36CC33CF5C1BBB64033AD6","04_Levantamento\levantamento\adicional\triagem\t0626.jpg"
"levantamento\adicional\triagem\t0630.jpg","5968","F7F32C0913961C8AEA437D643D3C59EFEB7924C7C7B106E53BFBD297C3DE4798","04_Levantamento\levantamento\adicional\triagem\t0630.jpg"
"levantamento\adicional\triagem\t0634.jpg","9063","77BBB9197BFDB5EA34DD89941956C89211A4458DD1A9C1D9681137D5F884E116","04_Levantamento\levantamento\adicional\triagem\t0634.jpg"
"levantamento\adicional\triagem\t0638.jpg","11794","04E513F991A3A27CC5C1B3C9EC4E199BA5AF429A88ACDC6525788901FC37CDCC","04_Levantamento\levantamento\adicional\triagem\t0638.jpg"
"levantamento\adicional\triagem\t0642.jpg","8108","10B51A1C76960D60775BF587B619DEC21C883FB4B9AE0CEA1398CC73FFD820DD","04_Levantamento\levantamento\adicional\triagem\t0642.jpg"
"levantamento\adicional\triagem\t0646.jpg","9151","5214FDF3B3F97BABEB765710618416AF185392F32DB9F0808C239A803FEA7BE0","04_Levantamento\levantamento\adicional\triagem\t0646.jpg"
"levantamento\adicional\triagem\t0650.jpg","7778","C9A222858E04A826B37CC78C53AC0E1604756771EEA3BA2C1E12250316408667","04_Levantamento\levantamento\adicional\triagem\t0650.jpg"
"levantamento\adicional\triagem\t0654.jpg","9886","9DD402E431C47B04A349366F00C9494149FBC4836E33998E4B6141D1A91EF45F","04_Levantamento\levantamento\adicional\triagem\t0654.jpg"
"levantamento\adicional\triagem\t0658.jpg","9600","A879018ADEE26481697344A028AB1875E405419E57DA4412A29698303C6E0831","04_Levantamento\levantamento\adicional\triagem\t0658.jpg"
"levantamento\adicional\triagem\t0662.jpg","12971","723DE86A9EFE7A0C1D27C014B310B940449A22AE6728948C68A7EFC45279CE0B","04_Levantamento\levantamento\adicional\triagem\t0662.jpg"
"levantamento\adicional\triagem\t0666.jpg","9232","1161F7DF12739F2367B01CEBCF05DB1AB0875A1EF9CF8A1308D8E37703E65A8C","04_Levantamento\levantamento\adicional\triagem\t0666.jpg"
"levantamento\adicional\triagem\t0670.jpg","5683","4C933B2D9AA972477D040B08067C3F3D7711C537BF21B7919F05AAB386BB0102","04_Levantamento\levantamento\adicional\triagem\t0670.jpg"
"levantamento\adicional\triagem\t0674.jpg","6476","401E982F5D925256F7A57F4DE58717C3EEA7328F0EF064E4B0B7CD121CBD2E1B","04_Levantamento\levantamento\adicional\triagem\t0674.jpg"
"levantamento\adicional\triagem\t0678.jpg","1744","AC72C6B58B8D98517A9E740052A3A70EF6C590664521211B481F8F3EAB98E425","04_Levantamento\levantamento\adicional\triagem\t0678.jpg"
"levantamento\adicional\triagem\t0682.jpg","1729","E27AB04E796E5DAF1DACA12B73F64D3E3FE92F84A040937FC9DA6B9A711D2EF4","04_Levantamento\levantamento\adicional\triagem\t0682.jpg"
"levantamento\adicional\triagem\t0686.jpg","5890","D5433A5CDEF6F65386962F667B52738804BEC649F8377B25A5E8B2130F8CE729","04_Levantamento\levantamento\adicional\triagem\t0686.jpg"
"levantamento\adicional\triagem\t0690.jpg","5136","7075CCC40333C89F0A02B13B2C6B8EEB15BEAFC27B67FFFC19DD2C93D0F6DCFB","04_Levantamento\levantamento\adicional\triagem\t0690.jpg"
"levantamento\adicional\triagem\t0694.jpg","5694","2A45084CB6D158649186C0C9005AD896796EB485A1529358C8254C8744A00FFF","04_Levantamento\levantamento\adicional\triagem\t0694.jpg"
"levantamento\adicional\triagem\t0698.jpg","2715","329CC6E2CD5855650545B55905AE0A6662385093175EA25FBFCBBA0186D4BB32","04_Levantamento\levantamento\adicional\triagem\t0698.jpg"
"levantamento\adicional\triagem\t0702.jpg","4837","D191650EF78002B202986E20F2583779AAF079D98A675E48FBD252210FA86D52","04_Levantamento\levantamento\adicional\triagem\t0702.jpg"
"levantamento\adicional\triagem\t0706.jpg","5853","04DF5CFA702628E3E06CE00EEB0DC0D1769E844C93D096967D7EEE1942CCB8CE","04_Levantamento\levantamento\adicional\triagem\t0706.jpg"
"levantamento\adicional\triagem\t0710.jpg","6082","D8E9121031EEC563AF6B7DA74DAEA03435CEDA0BB1B2BC0E859D67FA7BDA01CA","04_Levantamento\levantamento\adicional\triagem\t0710.jpg"
"levantamento\adicional\triagem\t0714.jpg","10569","A2E0E9276766DD7201966CD504F7DF1E675681B6BCD565BA3B4DF4C4BAA0625C","04_Levantamento\levantamento\adicional\triagem\t0714.jpg"
"levantamento\adicional\triagem\t0718.jpg","26653","38C1ADCC6F5F3DF247A9CB10312994AA3A729A4546C59DD0C53A200B5BA62104","04_Levantamento\levantamento\adicional\triagem\t0718.jpg"
"levantamento\adicional\triagem\t0722.jpg","34873","FCDCC66D344B8A1203CFF3853B7D5158EA9D6E30822AC50A44ACA871B629E161","04_Levantamento\levantamento\adicional\triagem\t0722.jpg"
"levantamento\adicional\triagem\t0726.jpg","27488","E4F0BABB3F8EC4AD9DF6F2027B634C468C121AAB9B9D8F6BF7980F200811D9C1","04_Levantamento\levantamento\adicional\triagem\t0726.jpg"
"levantamento\adicional\triagem\t0730.jpg","7927","BDDC1F9B6B60C4777B38A36608E9E9B154A74B4FDCE4379081E179A7F8FD8535","04_Levantamento\levantamento\adicional\triagem\t0730.jpg"
"levantamento\adicional\triagem\t0734.jpg","6811","669898B4698D66D6182D27BB16D7A615A4F8EA38C43F50DF9CD0945C0C947C91","04_Levantamento\levantamento\adicional\triagem\t0734.jpg"
"levantamento\adicional\triagem\t0738.jpg","6657","ED3F8E3A957B3DFFB435CF2D44C2ABFE603527B8447344E71DA2FB1A7177205A","04_Levantamento\levantamento\adicional\triagem\t0738.jpg"
"levantamento\adicional\triagem\t0742.jpg","6120","1E887FEE6C8E66EAB03C095CAA162C963A16A2CA55C1D119E98649F977F6D1F6","04_Levantamento\levantamento\adicional\triagem\t0742.jpg"
"levantamento\adicional\triagem\t0746.jpg","8246","F836394794B0C8CF1F4057ADCF393B65A233F01F38ED7A954F0FCF2C16F612D3","04_Levantamento\levantamento\adicional\triagem\t0746.jpg"
"levantamento\adicional\triagem\t0750.jpg","11759","24EB74ACB77D90793AD6A93B5C2C736DF2B4587B31FAC5F130256FFE2931CBDC","04_Levantamento\levantamento\adicional\triagem\t0750.jpg"
"levantamento\adicional\triagem\t0754.jpg","11399","0C3DEE5FDDDC574C3FC426118397B520661D8452101F7078857926EA45EF087E","04_Levantamento\levantamento\adicional\triagem\t0754.jpg"
"levantamento\adicional\triagem\t0758.jpg","9257","F590F63BB06166FA84607D879B699E68327D4A1FFEC963AB31E69D088660FE0E","04_Levantamento\levantamento\adicional\triagem\t0758.jpg"
"levantamento\adicional\triagem\t0762.jpg","18585","135A2383BEB537759B1D6A58FA311B5C09862115927C5CE3DB3087889CC4F14A","04_Levantamento\levantamento\adicional\triagem\t0762.jpg"
"levantamento\adicional\triagem\t0766.jpg","20152","92815480820731609063763B0DD16E986257A605096D6D0A130E8D3630E01717","04_Levantamento\levantamento\adicional\triagem\t0766.jpg"
"levantamento\adicional\triagem\t0770.jpg","13415","C82FAFA29FBC4F6642EBAEF265A86EAD82559173C5D7BC96EA5E68D28D3BFEF4","04_Levantamento\levantamento\adicional\triagem\t0770.jpg"
"levantamento\adicional\triagem\t0774.jpg","10751","9219615CAD9E8091F9D00EDB2A890EA1B7A3C5D73A60057ADBA732E164BD7A3E","04_Levantamento\levantamento\adicional\triagem\t0774.jpg"
"levantamento\frames\banheiro\BAN-01_07m54s.jpg","63525","85C6769ADCCA94A5F2B1A811BBDCEC667D6F74ADCB6B36BE739A9B56CA87EF53","04_Levantamento\levantamento\frames\banheiro\BAN-01_07m54s.jpg"
"levantamento\frames\banheiro\BAN-02_08m06s.jpg","53243","97D95C4787C1B5A3186A0D98BEB55C428849CDAD62BAFF33DDBADD5E17B26989","04_Levantamento\levantamento\frames\banheiro\BAN-02_08m06s.jpg"
"levantamento\frames\banheiro\BAN-03_08m30s.jpg","82066","4C236D9C874256C58C5C2E0830CB40CA4166B1FAE9061D8CD0719EBA7138E166","04_Levantamento\levantamento\frames\banheiro\BAN-03_08m30s.jpg"
"levantamento\frames\banheiro\BAN-04_08m54s.jpg","43976","D3C6C86C49C45B7C8EBD36AEC7515FB50608C97E1F3C21CF0C5B1EC136923333","04_Levantamento\levantamento\frames\banheiro\BAN-04_08m54s.jpg"
"levantamento\frames\banheiro\BAN-05_09m18s.jpg","54952","C14403DEEDD2081E4352A0C030FD12CBCCCF2B3E0A26CF4CDBB88685A57CCE78","04_Levantamento\levantamento\frames\banheiro\BAN-05_09m18s.jpg"
"levantamento\frames\cozinha\COZ-01_02m30s.jpg","52609","0F783E0C3C3A9C50964303E7F5AF355F9AD9AA9ECC9E66C2D3A561F1D391E42C","04_Levantamento\levantamento\frames\cozinha\COZ-01_02m30s.jpg"
"levantamento\frames\cozinha\COZ-02_02m42s.jpg","107213","E66DDC91D49D22A818A953156348A82092994CE2F922AB4DDB3C66657C8EA0FA","04_Levantamento\levantamento\frames\cozinha\COZ-02_02m42s.jpg"
"levantamento\frames\cozinha\COZ-03_03m06s.jpg","89507","B60902D998FC9CC7F5874BBA24BB823CCA000B573BAD9B5CC3752424143E684B","04_Levantamento\levantamento\frames\cozinha\COZ-03_03m06s.jpg"
"levantamento\frames\cozinha\COZ-04_03m30s.jpg","62860","DD573B18A48ACE5BE110237F28DA70691C4319BA32509E176B1E2C164E8C9EDE","04_Levantamento\levantamento\frames\cozinha\COZ-04_03m30s.jpg"
"levantamento\frames\dormitorio_A\DRA-01_09m30s.jpg","52011","CD11E64F955D383A46FABA072DD6FC4FF38804501AC68FFFCA2AB46FEC7AADE8","04_Levantamento\levantamento\frames\dormitorio_A\DRA-01_09m30s.jpg"
"levantamento\frames\dormitorio_A\DRA-02_09m42s.jpg","37821","792859FCDFB76DF6A92A168C3F31B58642ED9EA2113B484796469B5542D61425","04_Levantamento\levantamento\frames\dormitorio_A\DRA-02_09m42s.jpg"
"levantamento\frames\dormitorio_A\DRA-03_09m54s.jpg","82479","C765ADBE2E2BE1F55DF6546CCD35C7F48B129A41D36C8BE316EC43FC53EC74B5","04_Levantamento\levantamento\frames\dormitorio_A\DRA-03_09m54s.jpg"
"levantamento\frames\dormitorio_A\DRA-04_10m42s.jpg","39357","08E03557D1B3E7A44B92D81E0D094B61CD0AD48F1945DC2B96BC8EF50245250D","04_Levantamento\levantamento\frames\dormitorio_A\DRA-04_10m42s.jpg"
"levantamento\frames\dormitorio_B\DRB-01_11m06s.jpg","45816","704767A792C2164B4F9BF773EE6A01497BCB999F7E4B66DA71174249300375E1","04_Levantamento\levantamento\frames\dormitorio_B\DRB-01_11m06s.jpg"
"levantamento\frames\dormitorio_B\DRB-02_11m30s.jpg","28580","6DBA4185E2B4955967F36D9DFE39264D60ADAEAEA785428FC873C5B485008CCD","04_Levantamento\levantamento\frames\dormitorio_B\DRB-02_11m30s.jpg"
"levantamento\frames\dormitorio_B\DRB-03_11m42s.jpg","25388","C1E5291CC52C27537A676E2B65DD0E228558A5E77E158CC8422E45932C293DE3","04_Levantamento\levantamento\frames\dormitorio_B\DRB-03_11m42s.jpg"
"levantamento\frames\dormitorio_B\DRB-04_11m54s.jpg","57730","034A675FF981DC30DF5D6DD0AD4EE338AA68710A785C26AE67A52AD2D9E3156B","04_Levantamento\levantamento\frames\dormitorio_B\DRB-04_11m54s.jpg"
"levantamento\frames\dormitorio_B\DRB-05_12m06s.jpg","139087","A424C827EEA6342609E2BC7B2F412524D397F7728205FC3BC2E9D7DA27AEC18F","04_Levantamento\levantamento\frames\dormitorio_B\DRB-05_12m06s.jpg"
"levantamento\frames\entrada\ENT-01_01m30s.jpg","74875","CC3F9FCE31CE2AE1358FDEDA20D940275BE37FB525784AF6B02C4D115A83F88C","04_Levantamento\levantamento\frames\entrada\ENT-01_01m30s.jpg"
"levantamento\frames\entrada\ENT-02_02m06s.jpg","71093","2758C3F50A67D3F6EC0E23301C1ABBCD0FFD58E203B3960DBB03F394B9D15B6D","04_Levantamento\levantamento\frames\entrada\ENT-02_02m06s.jpg"
"levantamento\frames\lavanderia\LAV-01_03m54s.jpg","85520","AF8746B77730880CB4B69DC4A66908E83A895791022152A456B4AE4707A056F5","04_Levantamento\levantamento\frames\lavanderia\LAV-01_03m54s.jpg"
"levantamento\frames\lavanderia\LAV-02_04m18s.jpg","48557","6E6F08A09ABAA6D0FB8E95AC17BB7A9E0D0E711CAF225F718EEF69FFCDCCD612","04_Levantamento\levantamento\frames\lavanderia\LAV-02_04m18s.jpg"
"levantamento\frames\lavanderia\LAV-03_04m30s.jpg","69591","B52F99C86347B90D9F0F6815D00D2A9D401FE03B819B08E6AA566C478337FF64","04_Levantamento\levantamento\frames\lavanderia\LAV-03_04m30s.jpg"
"levantamento\frames\lavanderia\LAV-04_04m42s.jpg","98082","715243E8FC60769769AE760911D1A865231DA53CD16E3F2AA6CCC681B91B7D98","04_Levantamento\levantamento\frames\lavanderia\LAV-04_04m42s.jpg"
"levantamento\frames\lavanderia\LAV-05_05m06s.jpg","56972","C33C12AF06159EED2BA855EE504A66AC6702FF010B320184527E05C88B02FD95","04_Levantamento\levantamento\frames\lavanderia\LAV-05_05m06s.jpg"
"levantamento\frames\lavanderia\LAV-06_05m18s.jpg","90148","BC12596C60FA60B02B39F3EF61F800CA24CD57BD0B2242BA981EEB4A913EAC80","04_Levantamento\levantamento\frames\lavanderia\LAV-06_05m18s.jpg"
"levantamento\frames\lavanderia\LAV-07_05m30s.jpg","107658","613EE15BC65F892786381F74E130ABCC4533C00EFAB44030C4B28986C7BFBF1B","04_Levantamento\levantamento\frames\lavanderia\LAV-07_05m30s.jpg"
"levantamento\frames\lavanderia\LAV-08_05m42s.jpg","100402","D3938AAA9029070031AFF3C8FCC67E6B3BBDFDE7AE419D24136CE44565935CE1","04_Levantamento\levantamento\frames\lavanderia\LAV-08_05m42s.jpg"
"levantamento\frames\sala\SAL-01_06m18s.jpg","77346","A5241A3630E2A7710FD7D947302A844C58CE7E3D51FF769A6BBFF2BD9FCE1557","04_Levantamento\levantamento\frames\sala\SAL-01_06m18s.jpg"
"levantamento\frames\sala\SAL-02_06m42s.jpg","39303","0205F8A01398F3505AC0B4F8808038C0CEA6F53656261B838BDE4AD33A0B6887","04_Levantamento\levantamento\frames\sala\SAL-02_06m42s.jpg"
"levantamento\frames\sala\SAL-03_06m54s.jpg","45989","56082A64D4AAA41C7DEE6C90946BD1F89FB70EE215EC03D08D709393AFDDB512","04_Levantamento\levantamento\frames\sala\SAL-03_06m54s.jpg"
"levantamento\frames\sala\SAL-04_07m30s.jpg","68177","0023F5705B54FB71F399784138F9896BF07140CD23EDDA0E2D42C8E485BBEF9C","04_Levantamento\levantamento\frames\sala\SAL-04_07m30s.jpg"
"levantamento\referencias\P01_planta_oficial.png","519989","151340CB88FD3EC60FB867CA816931A1F6B3B88E9B7E5E70290029400CA5DA0A","04_Levantamento\levantamento\referencias\P01_planta_oficial.png"
"levantamento\triagem\contato_01.jpg","254323","57438B58B5502BACC5C702E6CE4162C4636DB43A7F094787807341F52952F8F3","04_Levantamento\levantamento\triagem\contato_01.jpg"
"levantamento\triagem\contato_02.jpg","224373","6EDB75666E72E25FD75E0A9375C17AC7648A0BF7427381107BB232E5D1D78140","04_Levantamento\levantamento\triagem\contato_02.jpg"
"levantamento\triagem\contato_03.jpg","172766","AC0D7829BAE410750E658F7E43D0564F044FA1F5A6A52B3F48C24F7DB3AFC95C","04_Levantamento\levantamento\triagem\contato_03.jpg"
"levantamento\triagem\frame_001.jpg","9459","996F316F8DA08469A9E90932D87EC6C339C865B60CF7CC834A2738DB7961CC5D","04_Levantamento\levantamento\triagem\frame_001.jpg"
"levantamento\triagem\frame_002.jpg","10719","A80C3A964D9A8ECA9079A22FFB63970F8428C8DA680A589515C2454FFA81342D","04_Levantamento\levantamento\triagem\frame_002.jpg"
"levantamento\triagem\frame_003.jpg","7429","00CE8DF93E32FDF2A044D29FD928876E6D4496C01FA0C8989B46BA71218AD323","04_Levantamento\levantamento\triagem\frame_003.jpg"
"levantamento\triagem\frame_004.jpg","7681","E654B21C1F987C78EAFE2C60E1FD193F88808CECEE74C04D8B68B1C9C0D94AED","04_Levantamento\levantamento\triagem\frame_004.jpg"
"levantamento\triagem\frame_005.jpg","7930","B101CF1D0834F09F79CAB6F161850B0024D9B919000AF63BC437A6CF2CB8D8F8","04_Levantamento\levantamento\triagem\frame_005.jpg"
"levantamento\triagem\frame_006.jpg","4886","2D254DE500790F933D059255D50855F6A5FBF3CADBA643C451BFFFE09B715F28","04_Levantamento\levantamento\triagem\frame_006.jpg"
"levantamento\triagem\frame_007.jpg","4672","7E5FFAC9E6C4EF47766DB5108C53CAB14D34933B84C7384420668BBFC62E4CF7","04_Levantamento\levantamento\triagem\frame_007.jpg"
"levantamento\triagem\frame_008.jpg","8906","9ADC905A7C82E7FBE2E97F1C5C0396D499B1BCF61768EFF01E5F9C1B55FF43A9","04_Levantamento\levantamento\triagem\frame_008.jpg"
"levantamento\triagem\frame_009.jpg","8203","B3F7A41AEAA075E006DAFF6303ABBA1DFDB7D57C342E576EB0DB9C9D0E6BFB36","04_Levantamento\levantamento\triagem\frame_009.jpg"
"levantamento\triagem\frame_010.jpg","3844","15015553067320217865F6D57EDCC8498C3A90D43E00B80C5735D45E67ECB980","04_Levantamento\levantamento\triagem\frame_010.jpg"
"levantamento\triagem\frame_011.jpg","8336","BD727A149B9F65C6865439C21BBAE9761B72ACA3F77EDE6744A687CA34193BA6","04_Levantamento\levantamento\triagem\frame_011.jpg"
"levantamento\triagem\frame_012.jpg","7179","79C4226D9D44E0392C8E068C1A484C02AEB3F1699FB4F84A1116B3702316F5F1","04_Levantamento\levantamento\triagem\frame_012.jpg"
"levantamento\triagem\frame_013.jpg","4976","018583CB181C8F0A85B001C81FB2DA34B861DD660D7E2D576BB7CDF89780157E","04_Levantamento\levantamento\triagem\frame_013.jpg"
"levantamento\triagem\frame_014.jpg","12205","85AFA80191BDC54DB728B9A56115444184514EB4892668A1D51DCFCA9A8216F9","04_Levantamento\levantamento\triagem\frame_014.jpg"
"levantamento\triagem\frame_015.jpg","12542","CD8E3C29A6E9DD62F4627F35E0AAD695B88F2E42AAA86F03979BEF1E87FF3BF9","04_Levantamento\levantamento\triagem\frame_015.jpg"
"levantamento\triagem\frame_016.jpg","10911","75D1CA7048C9FB5DAF91843C4B57B3D1F50A418494F6462331E60381B2F95CD4","04_Levantamento\levantamento\triagem\frame_016.jpg"
"levantamento\triagem\frame_017.jpg","13234","0E7B376477453930EF31F8005D3868A416B1A9173E935F1605BE87863AA58FD9","04_Levantamento\levantamento\triagem\frame_017.jpg"
"levantamento\triagem\frame_018.jpg","8098","91A03F44E8E0705D6AB795D605A7AD2ACD8BB723D7E0C0A7345EC8E698F5E3B2","04_Levantamento\levantamento\triagem\frame_018.jpg"
"levantamento\triagem\frame_019.jpg","12623","FF3C9DB7F6AAED9583A4703849DDA8067007C7B52606C8810B2B720943B85E01","04_Levantamento\levantamento\triagem\frame_019.jpg"
"levantamento\triagem\frame_020.jpg","10839","7C051542A1855C4557C91B25DDC5FCAE5BA29DAE79B03961497850B92909B082","04_Levantamento\levantamento\triagem\frame_020.jpg"
"levantamento\triagem\frame_021.jpg","11753","24D2EE638EE8A359907CFCD28833258040A244EE0144D8A7018928DE694914BA","04_Levantamento\levantamento\triagem\frame_021.jpg"
"levantamento\triagem\frame_022.jpg","5934","AD6AAA13C3593774A92179CB01A80BFC4025EFCC3833883B46974DA7C6C7E299","04_Levantamento\levantamento\triagem\frame_022.jpg"
"levantamento\triagem\frame_023.jpg","9077","1C251F282C1F75E858CF779820B78B085C1FB90DD511A7CA64290EE20F320D23","04_Levantamento\levantamento\triagem\frame_023.jpg"
"levantamento\triagem\frame_024.jpg","11467","84DF964CE3348BB282F47F893891DC7245D030058AFAAB1D1889C787F4C74984","04_Levantamento\levantamento\triagem\frame_024.jpg"
"levantamento\triagem\frame_025.jpg","8752","E798B44C3327AE1AEAB35301E7C0BBA73FA96F983E19CFA299B1424891626027","04_Levantamento\levantamento\triagem\frame_025.jpg"
"levantamento\triagem\frame_026.jpg","7662","D95DD979DC29F201DDB42D559C1E7F345AE88691BB2058105A52EB5759666472","04_Levantamento\levantamento\triagem\frame_026.jpg"
"levantamento\triagem\frame_027.jpg","9274","BFD5E417CD7E91BC215793EA84115ED6B71479485E49D6EE70CD98BE60A1378E","04_Levantamento\levantamento\triagem\frame_027.jpg"
"levantamento\triagem\frame_028.jpg","11173","74E7CCCCB10448809C8E0E78FFBD79FDBB5C00D915C9F80F50831C8491F8589F","04_Levantamento\levantamento\triagem\frame_028.jpg"
"levantamento\triagem\frame_029.jpg","10017","581605DC448117A917D4B2E615E65737E7561FA5E427733490CE9CDF89214C42","04_Levantamento\levantamento\triagem\frame_029.jpg"
"levantamento\triagem\frame_030.jpg","3089","09D9B26C471827EC7FCF12A486F51985DFCE582B435C6A8EA5D4F1AD2A5866F9","04_Levantamento\levantamento\triagem\frame_030.jpg"
"levantamento\triagem\frame_031.jpg","10789","EDB09C24558EC8EA71E6DA59CBAAFB269B4674E48484A0CA073455985B5BA5B1","04_Levantamento\levantamento\triagem\frame_031.jpg"
"levantamento\triagem\frame_032.jpg","8903","35CCFBA883F1F8FFB37927A94C149651C72C5B651AFC0648E2025C4F1C2AA283","04_Levantamento\levantamento\triagem\frame_032.jpg"
"levantamento\triagem\frame_033.jpg","9311","E5DA9EC881715871849D8261A48E8F2E0EA7CA0188A5E67E6E5482F5DC1DFC0D","04_Levantamento\levantamento\triagem\frame_033.jpg"
"levantamento\triagem\frame_034.jpg","4627","25A6E7BC892DCC3B3D7E46F51829EC1F36E9C872434BA0A014563246C375E1A2","04_Levantamento\levantamento\triagem\frame_034.jpg"
"levantamento\triagem\frame_035.jpg","6128","2D7DDB572D6FB101792E95DD5C9E8842C04689880C1E0E550A642D17C7D16993","04_Levantamento\levantamento\triagem\frame_035.jpg"
"levantamento\triagem\frame_036.jpg","11488","CB373CAA4EC43D04FFE01BAB6B12AED4E079398A4BC61481231A7D28D2A1936C","04_Levantamento\levantamento\triagem\frame_036.jpg"
"levantamento\triagem\frame_037.jpg","5994","FD86EB1E7DA76A603DC9FBBEB1E1BC8BCC36FD5F365FEF515C022B0E0C4C2A09","04_Levantamento\levantamento\triagem\frame_037.jpg"
"levantamento\triagem\frame_038.jpg","7119","ADA252E4C5AAE334831A905EB6F250CD00B35869037849B2516C4BF77E682D9C","04_Levantamento\levantamento\triagem\frame_038.jpg"
"levantamento\triagem\frame_039.jpg","5253","CB1A86698260B39D647CB179A7885E87A19F3B0ED8FFED6650A77AD18E6EB7D4","04_Levantamento\levantamento\triagem\frame_039.jpg"
"levantamento\triagem\frame_040.jpg","8259","34AC2676B90F1932959BB700BCBD9CA8D3362A8C5098A328E4CEF1D31F8B150B","04_Levantamento\levantamento\triagem\frame_040.jpg"
"levantamento\triagem\frame_041.jpg","6919","1D3A522CFDDEC5E388F3F21EA4748668E509622D91637728E9B2278FCCA46E06","04_Levantamento\levantamento\triagem\frame_041.jpg"
"levantamento\triagem\frame_042.jpg","6025","AFF3BD29DC9AF87E8B60A6A77BBBE57E272FFF8F5EADBA980EFA213523F64968","04_Levantamento\levantamento\triagem\frame_042.jpg"
"levantamento\triagem\frame_043.jpg","9749","D0FECF63CC423D063AC88A360AB1A6894D30D1FFDCE34F6AFC73CD5BA8AA7A2C","04_Levantamento\levantamento\triagem\frame_043.jpg"
"levantamento\triagem\frame_044.jpg","5075","D1859851E0F04AB083AA99062116736EC95FBDDB56F5185B89151589686AFC07","04_Levantamento\levantamento\triagem\frame_044.jpg"
"levantamento\triagem\frame_045.jpg","5927","33EF52FA0F1FC04BC68C1D0743517087786A46A88639ADAF59C81AC0F441E24A","04_Levantamento\levantamento\triagem\frame_045.jpg"
"levantamento\triagem\frame_046.jpg","6116","DACFCAB377737C9FB419BF69577D0A19ACEF15AEF50896B42E0642030C31A871","04_Levantamento\levantamento\triagem\frame_046.jpg"
"levantamento\triagem\frame_047.jpg","7821","E7D994DA12C4C3246C66FC3745217DE5AEE5C931DA0BD5EECE6C19746DC6C928","04_Levantamento\levantamento\triagem\frame_047.jpg"
